>        Total_score          EM2D_score           DSS_XL_score         EDC_XL_score             PDB_file            RMF_file
>        296.779325212        57.2240548115        80.1021477164        89.5958749967            259.8.pdb           259.8.rmf3
>        296.805877835        51.5862224617         98.563932942        79.4854434063            268.8.pdb           268.8.rmf3
>        296.882038426        51.3461407332        100.143906928        79.7774194235            288.8.pdb           288.8.rmf3
>          296.8913883        47.2891236598        98.0551283267        80.6642292199            292.8.pdb           292.8.rmf3
>        296.893425564        56.4969772567        96.6134870467        73.5777416328            293.8.pdb           293.8.rmf3
>        296.912268485        37.9566461349        93.1548806551        94.2823741259            301.8.pdb           301.8.rmf3
>         296.92287634        56.7534487067         94.634218314        77.6029325028            306.8.pdb           306.8.rmf3
>        296.939893452        45.9647702437        90.3212915034         83.982897594            310.8.pdb           310.8.rmf3
>        296.952861442        57.0584951084        101.148025332        73.9504873348            314.8.pdb           314.8.rmf3
>        296.976123308        46.4834046956        103.936982623         76.938343948            328.8.pdb           328.8.rmf3
>        297.009794934        57.0133704292        91.3874736255        81.0534544927            341.8.pdb           341.8.rmf3
>        297.108584819        65.4512473596        85.5747497685        79.8481481785            374.8.pdb           374.8.rmf3
>         297.11057599        54.9168992305        96.2561859986        78.8672867135            376.8.pdb           376.8.rmf3
>        297.157989539        40.0815224466        109.467201631        81.7707614774            390.8.pdb           390.8.rmf3
>        297.166990932        48.1201793834        96.5443953461        85.7810498313            392.8.pdb           392.8.rmf3
>         297.20710726        52.4206108796        96.9929704721        78.4138015955            402.8.pdb           402.8.rmf3
>        297.224911341        47.2562193712        95.2214710289        83.2523676322            411.8.pdb           411.8.rmf3
>        297.292512997         47.637563423         85.782152622        93.1648359071            432.8.pdb           432.8.rmf3
>        297.346562806         42.602122122        99.1250752138        85.7097811481            442.8.pdb           442.8.rmf3
>        297.364199939        50.4876459419        95.5346349025        81.8506896834            449.8.pdb           449.8.rmf3
>        297.367392883        59.6553857819        96.4912158772        75.0057634374            451.8.pdb           451.8.rmf3
>        297.387574775        73.9302626995        87.1704204283        71.4870522088            456.8.pdb           456.8.rmf3
>        297.388027115        55.8715724951        89.0172902563        78.3659536579            458.8.pdb           458.8.rmf3
>        297.402288181        59.6984785152        91.7995232483        75.1583968117            467.8.pdb           467.8.rmf3
>        297.435255568        49.9905056182        89.1693111339        89.2488715146            475.8.pdb           475.8.rmf3
>        297.569530537        57.7747360346        93.9308769994        80.1900090435            530.8.pdb           530.8.rmf3
>        297.593463743        73.9794096759        82.1191224636        76.6542850296            539.8.pdb           539.8.rmf3
>         297.60317779        48.7985135471        106.824102789        73.1338343234            543.8.pdb           543.8.rmf3
>        297.639054259        49.6379045381        100.459148783        77.1311690134            555.8.pdb           555.8.rmf3
>        297.773314501        60.5360614446         89.755869869        82.3094047608            604.8.pdb           604.8.rmf3
>        297.790292216        45.6084239438         100.19925442        82.7075411026            610.8.pdb           610.8.rmf3
>        297.800589215        41.0316649198        98.0570216661        82.1531326661            617.8.pdb           617.8.rmf3
>        297.853775621        55.2078949581        88.3281481016        82.6105978906            632.8.pdb           632.8.rmf3
>         297.86289444        42.1823487037        92.6089024235        87.1022834936            636.8.pdb           636.8.rmf3
>        297.913824646        59.3396946128        96.0446752024        77.1099808501            657.8.pdb           657.8.rmf3
>        297.923248351        50.2083082848        82.8859029038        96.0835876774            659.8.pdb           659.8.rmf3
>        297.926214954        54.5679322634        104.118446253        72.2089001406            661.8.pdb           661.8.rmf3
>        297.928901275        59.1306937286        98.2564847043        70.1652740122            662.8.pdb           662.8.rmf3
>        297.998391906        52.1136984176        86.0445416449        88.2964623682            685.8.pdb           685.8.rmf3
>        298.032305407        46.0993564736         91.651895593        84.5080171605             11.9.pdb            11.9.rmf3
>        298.067952765        51.0980271318        92.7115085406        81.5813608074             28.9.pdb            28.9.rmf3
>        298.147231982        44.8592048899         95.669847549        80.1368233176             46.9.pdb            46.9.rmf3
>        298.210863012        61.4864671925        97.1288102715        74.9185240789             68.9.pdb            68.9.rmf3
>        298.256318571        49.2238505351        83.9608860503        83.5855399457             82.9.pdb            82.9.rmf3
>        298.266827979        67.4506110791        86.0569601794        76.1518881979             86.9.pdb            86.9.rmf3
>          298.3011278        39.5532735663        96.6192646205        92.4500209633            107.9.pdb           107.9.rmf3
>        298.303480248        57.6789262938        96.9030433344         78.710252803            110.9.pdb           110.9.rmf3
>        298.315295726        57.8235824592        89.1125126786        85.0024405956            116.9.pdb           116.9.rmf3
>        298.328420635        56.5742070338        95.4775445837        80.4793322946            119.9.pdb           119.9.rmf3
>        298.333313084        56.4361921003        92.7611756002        78.0808056137            124.9.pdb           124.9.rmf3
>        298.395056238        59.5634308215        73.3825887208        84.6481932084            142.9.pdb           142.9.rmf3
>        298.396475275        54.7969273363        79.4911902987        81.6352073758            144.9.pdb           144.9.rmf3
>        298.396889629        48.7553110751        93.0365756541        87.4372906096            145.9.pdb           145.9.rmf3
>        298.413569197        49.4191156934        102.473083857        75.2256307215            150.9.pdb           150.9.rmf3
>        298.417837478        57.4229108471        97.0855962062        75.6060999494            152.9.pdb           152.9.rmf3
>        298.419471983        50.3976227369        99.2287846632        79.6788693312            153.9.pdb           153.9.rmf3
>        298.441825109        47.9368258658         100.69943703        78.7172214499            159.9.pdb           159.9.rmf3
>        298.479444949        51.1177599785        95.5122485203        81.7838046066            177.9.pdb           177.9.rmf3
>        298.631610421        47.2900821558        104.346965157        79.1954957411            235.9.pdb           235.9.rmf3
>        298.634886567        54.3067823033         92.914598293        80.8238938321            236.9.pdb           236.9.rmf3
>        298.634921981         61.003516323        91.2312576911        72.5859898216            237.9.pdb           237.9.rmf3
>        298.640883102        52.1822354767        96.5019256919        81.3651548081            238.9.pdb           238.9.rmf3
>        298.672531457        45.1172268119        103.478402272        83.3685410579            243.9.pdb           243.9.rmf3
>        298.674181488        50.3085244631        99.4989134672        78.3630590031            245.9.pdb           245.9.rmf3
>        298.700524369        56.4362966515        105.159282008        71.5794871133            257.9.pdb           257.9.rmf3
>        298.701400759        58.3788234973        88.7928626879        85.3506028365            258.9.pdb           258.9.rmf3
>        298.764154484        46.3281249224        93.8584140214        84.7730459833            277.9.pdb           277.9.rmf3
>        298.768466793        41.6437055863        105.990482645        81.0903600998            278.9.pdb           278.9.rmf3
>         298.79840459        61.9070439104         93.089926407        76.9872496679            294.9.pdb           294.9.rmf3
>        298.819331228        46.2419757781         96.114347007         86.498320478            299.9.pdb           299.9.rmf3
>        298.941326951        57.4293792771        97.3441167412        80.4365992196            342.9.pdb           342.9.rmf3
>        298.941961423        51.4070181631        100.243343067        83.0612551154            343.9.pdb           343.9.rmf3
>         298.96510747        63.7297928658        92.7688746439        78.9645235673            350.9.pdb           350.9.rmf3
>        299.017806255        50.4073735408         98.086299162        81.6001053575            370.9.pdb           370.9.rmf3
>        299.053031229        73.9728910391        82.0989997229        77.0402056009            386.9.pdb           386.9.rmf3
>        299.133275177        51.6023829405        92.5018984688        79.0210188979            411.9.pdb           411.9.rmf3
>        299.141667828        51.9246698863        92.5718240762        83.6340662666            415.9.pdb           415.9.rmf3
>        299.372149201        56.5127534216        96.2315612773         76.820755622            486.9.pdb           486.9.rmf3
>         299.37744961        63.3121279621         88.798539242         81.578122019            490.9.pdb           490.9.rmf3
>        299.426576964        75.1137761354        85.9882122811        71.2987812829            506.9.pdb           506.9.rmf3
>        299.440470481        58.5908266837        94.4220857332        78.8251096768            509.9.pdb           509.9.rmf3
>        299.448861584        59.8153463669        93.0257173199        80.4919936492            511.9.pdb           511.9.rmf3
>        299.450441161        53.3087602231        103.720281194        75.7709078129            513.9.pdb           513.9.rmf3
>         299.46372133        56.3119677657        91.9259579475        82.0441380213            516.9.pdb           516.9.rmf3
>        299.499545986        53.0680228712        98.7018217392        78.3814420406            528.9.pdb           528.9.rmf3
>        299.523433589        36.4585724558          101.6644497        88.9771655674            536.9.pdb           536.9.rmf3
>         299.52395131        55.7069151144        92.9365073598        82.1281886255            537.9.pdb           537.9.rmf3
>        299.613938725        58.5209967011        96.2124980363         76.332344932            560.9.pdb           560.9.rmf3
>         299.63714471        65.2293156191        84.1644676742         76.252093376            568.9.pdb           568.9.rmf3
>        299.654937348        58.1533546207        96.7928719206        76.3296606805            572.9.pdb           572.9.rmf3
>        299.736494811        51.5605636338        101.010568979        74.9345414878            600.9.pdb           600.9.rmf3
>        299.772053239        59.6112031223        97.3174710063        80.7665708546            612.9.pdb           612.9.rmf3
>        299.818509203        60.0311194476        84.1185987113        81.8920924734            623.9.pdb           623.9.rmf3
>        299.819345788        75.9773061217        82.4486527956        76.6380641772            624.9.pdb           624.9.rmf3
>        299.848180804        50.1458619775         98.713084312        77.3389134958            643.9.pdb           643.9.rmf3
>        299.894311016        58.1629401167        91.3615615581        84.2632852382            657.9.pdb           657.9.rmf3
>          299.9390403        56.2367780708        89.8274197415        87.6142741634            668.9.pdb           668.9.rmf3
>        299.948295585        70.5562346185        83.5032779404           77.9827915            669.9.pdb           669.9.rmf3
