>        Total_score          EM2D_score           DSS_XL_score         EDC_XL_score             PDB_file            RMF_file 
>        284.752351107        54.2285572239         87.420314509        73.5666507317            317.3.pdb           317.3.rmf3
>        284.763465492        50.5720749929        84.8669787208         76.418754393            320.3.pdb           320.3.rmf3
>        284.821276826        43.8289453315        82.2248106782        76.3652815611            328.3.pdb           328.3.rmf3
>        284.854015567        42.9469015411        100.960975303        72.5508655983            334.3.pdb           334.3.rmf3
>        284.868762323        25.2214104917        95.9597178938        92.4056217505            337.3.pdb           337.3.rmf3
>        284.881465533        40.6330046259        98.7451413453        76.3489478084            340.3.pdb           340.3.rmf3
>        284.887295891        35.8453925279        95.4910411504        80.7291684808            342.3.pdb           342.3.rmf3
>        284.909138416        54.4214351042         86.699017976         78.072156332            350.3.pdb           350.3.rmf3
>        284.918401583        41.0359014208         92.851450548        82.6491812104            353.3.pdb           353.3.rmf3
>        284.980530182        46.8637403179        85.6605719952        86.7621752466            369.3.pdb           369.3.rmf3
>        285.024213881         52.081288007        91.1213473546        76.6889124871            376.3.pdb           376.3.rmf3
>        285.033082246        35.5713331719        96.2744034393        83.8149212163            378.3.pdb           378.3.rmf3
>        285.072671859        48.3244873804         80.030987724        85.7615788911            387.3.pdb           387.3.rmf3
>        285.111197938        38.3459251408         89.714891035        83.2765464499            398.3.pdb           398.3.rmf3
>        285.112567469        45.1962742703         87.213864922        79.7710612768            399.3.pdb           399.3.rmf3
>        285.124437644        48.0417658227        88.9747395709        79.1295351154            402.3.pdb           402.3.rmf3
>         285.13830121        44.0082533518        95.3141877958        78.1771485971            407.3.pdb           407.3.rmf3
>        285.147260386        30.4653314554        92.4087629235        94.5401776273            410.3.pdb           410.3.rmf3
>         285.21036285        37.9814631954        104.950805365         74.452641076            422.3.pdb           422.3.rmf3
>        285.225040687        46.4119324193        85.2631909311        84.8275610911            426.3.pdb           426.3.rmf3
>        285.253682477        53.9208493924        83.6314829527        80.7249798687            430.3.pdb           430.3.rmf3
>        285.264620775        59.8949882663        83.2858986643        75.0152428198            436.3.pdb           436.3.rmf3
>        285.265524843        46.6917846276        92.3443891719        80.5061302699            437.3.pdb           437.3.rmf3
>        285.271205521        41.1691717625        87.8263885804        79.1710445079            440.3.pdb           440.3.rmf3
>        285.279455471        41.4555416694        88.6297153243        76.0295274561            443.3.pdb           443.3.rmf3
>        285.279877709        50.3331758306        94.1703207922        77.0470030761            444.3.pdb           444.3.rmf3
>        285.310653803        41.2334058765        93.3818685551        83.8177295254            450.3.pdb           450.3.rmf3
>        285.341481378        45.5745053452        83.5110913811        80.4175617372            459.3.pdb           459.3.rmf3
>        285.409481214        30.9812798711        88.6782694121         87.879396561            474.3.pdb           474.3.rmf3
>        285.425529599         42.063571715        92.4778386864        81.9694204011            479.3.pdb           479.3.rmf3
>        285.471505119         47.451349668        85.8763192768        85.2017193123            490.3.pdb           490.3.rmf3
>        285.509409629        31.9097755378        95.4394057022        90.1107892813            496.3.pdb           496.3.rmf3
>        285.545496418        49.7527536696        89.8036988138        83.1796640907            506.3.pdb           506.3.rmf3
>        285.568800199        30.7390443674        106.924211208        76.3634475421            511.3.pdb           511.3.rmf3
>        285.600205033        40.8786292877        86.5527484905        80.5738052902            516.3.pdb           516.3.rmf3
>        285.601660846        42.2235410154        83.2074047973        88.6920385834            517.3.pdb           517.3.rmf3
>        285.604932034        37.4184830895        94.7802797753        84.1447351041            518.3.pdb           518.3.rmf3
>        285.650527984        55.0225318075        83.7393525721        76.8476038727            528.3.pdb           528.3.rmf3
>        285.676055528        47.7182949162        95.4103861909        75.4972149253            532.3.pdb           532.3.rmf3
>        285.718719839        44.7958046493        91.1689912403        73.9836113399            543.3.pdb           543.3.rmf3
>        285.794232742        42.8166469421         100.51211048         75.554456947            556.3.pdb           556.3.rmf3
>        285.848128489        44.6354557843        83.9670790182        90.4589087625            569.3.pdb           569.3.rmf3
>        285.884704973        45.9419486528         89.817761272        78.4453274983            577.3.pdb           577.3.rmf3
>        285.902710615        41.9719469983        92.4287576878        85.4289752946            579.3.pdb           579.3.rmf3
>        285.965538911        49.5163689896        87.6389255936        80.5582351856            587.3.pdb           587.3.rmf3
>        285.974201078        49.2920352255        83.6980571352        80.7877758637            589.3.pdb           589.3.rmf3
>        286.012978989        47.5883587774         92.119139699        80.1171019517            604.3.pdb           604.3.rmf3
>        286.034340988        50.9279051008        79.3089746675        84.9248162873            609.3.pdb           609.3.rmf3
>         286.05194916        41.5848134478        81.8065298307        87.4556141511            611.3.pdb           611.3.rmf3
>        286.060428028        51.1285966624         78.197759901        85.5129081478            615.3.pdb           615.3.rmf3
>        286.061004096        38.9661813394        94.0396900739        79.3109866651            616.3.pdb           616.3.rmf3
>        286.063388629        40.7906558799        91.6645140935        82.6349007433            618.3.pdb           618.3.rmf3
>        286.126030974        41.5196369488        80.7046866393        93.4901684872            629.3.pdb           629.3.rmf3
>        286.129865451        45.9582317402        86.4834433632        87.7973704053            631.3.pdb           631.3.rmf3
>        286.154750359        40.5341947376        99.7509566782        76.9810636021            637.3.pdb           637.3.rmf3
>        286.160451522         27.470335536        97.8512654313         93.442035937            639.3.pdb           639.3.rmf3
>        286.173317689         28.944234612        106.058009984         81.194761252            644.3.pdb           644.3.rmf3
>        286.207856313        51.2963738557        85.5463032341        82.4881190461            653.3.pdb           653.3.rmf3
>        286.274903444        58.9360983798        86.5161891282        72.1022252028            676.3.pdb           676.3.rmf3
>        286.280103456        51.4690437393        80.0564431445        87.4451179806            679.3.pdb           679.3.rmf3
>        286.281218354        41.7387014626        89.6457506248        83.3279253413            681.3.pdb           681.3.rmf3
>        286.304190308        53.0353975243        88.7107972344        76.1421056132              1.4.pdb             1.4.rmf3
>        286.308018628         45.714802191        88.0054310916        84.9435655212              2.4.pdb             2.4.rmf3
>        286.337838696        37.8940619897         88.335403348        87.8089384622              8.4.pdb             8.4.rmf3
>          286.3710031        45.8676228322        92.3539525756        80.5285984743             13.4.pdb            13.4.rmf3
>        286.373679035        50.1131198058        95.7307773906         74.013437078             14.4.pdb            14.4.rmf3
>        286.393562263        48.7422878831        73.8646640117         95.606035791             18.4.pdb            18.4.rmf3
>        286.477690919        45.4069507391        82.3660857154        89.2415039505             39.4.pdb            39.4.rmf3
>        286.487930351        46.1035508093        93.1504889088        76.1229184833             40.4.pdb            40.4.rmf3
>        286.529717944        34.1777066139        91.6039215484        93.3428905411             51.4.pdb            51.4.rmf3
>        286.540997506        22.1568620978        107.345498575        75.7678311693             52.4.pdb            52.4.rmf3
>        286.542647622        51.4955387504        84.0505860441        83.9054690945             53.4.pdb            53.4.rmf3
>         286.55791783        25.0378285866        103.756219739        81.3984954458             59.4.pdb            59.4.rmf3
>        286.563551336        38.7333733998        94.7335906941        86.4263650284             62.4.pdb            62.4.rmf3
>        286.582222915        39.2479695376        90.0100806651        84.7262039323             66.4.pdb            66.4.rmf3
>        286.611354178        32.1080257368        100.732449938        82.7521789641             74.4.pdb            74.4.rmf3
>        286.622687767        48.9810637435        79.7958375959        88.6555513767             76.4.pdb            76.4.rmf3
>        286.627429737        32.0411981241        93.9296822394        87.0154085738             77.4.pdb            77.4.rmf3
>         286.67630448        56.1004058474        79.8752146986        74.6374800925             83.4.pdb            83.4.rmf3
>        286.678733683        48.7900416731        84.9933081724         83.511340635             85.4.pdb            85.4.rmf3
>        286.799759997        35.9023608069        98.6527290986        82.4019189928            107.4.pdb           107.4.rmf3
>        286.839422749        43.6920487926        89.9571499064        76.2132991525            116.4.pdb           116.4.rmf3
>        286.871149585        52.8673700418        86.9356248536        80.9985956278            121.4.pdb           121.4.rmf3
>        286.877599648        46.1799321173        94.6658615346        80.3001605605            123.4.pdb           123.4.rmf3
>        286.889637074        47.2451339213        82.2049584943         82.300725377            128.4.pdb           128.4.rmf3
>        286.894575656        50.9075851851        95.2937795025        74.4773465541            129.4.pdb           129.4.rmf3
>         286.90058493        37.7857836183        88.2108605787         91.862549242            130.4.pdb           130.4.rmf3
>        286.910755686        62.3305831429         86.989695326        73.7455320479            134.4.pdb           134.4.rmf3
>        286.925443668        59.6129111743        85.8474713897         70.563086714            140.4.pdb           140.4.rmf3
>        286.952731425        38.4890658606        102.719841645        77.7692542372            145.4.pdb           145.4.rmf3
>        286.990270259         28.939161949        97.9766665668           81.0284483            155.4.pdb           155.4.rmf3
>         286.99702229        35.7013097906        100.328548012        79.0724600758            157.4.pdb           157.4.rmf3
>        286.997522306        45.4450757763        88.7512545955        86.4547342487            159.4.pdb           159.4.rmf3
>         287.02167639        55.7531585532        93.0658233461        74.8629113624            163.4.pdb           163.4.rmf3
>        287.061760988        30.1081707216        103.155563175        79.8869197758            173.4.pdb           173.4.rmf3
>         287.06648218        50.5260537724        84.6013896428        79.4929100767            174.4.pdb           174.4.rmf3
>        287.080789079        48.1334207898        100.293643065        68.7086879446            178.4.pdb           178.4.rmf3
>        287.090229826        58.8401753236        86.5394038091        76.9993510729            180.4.pdb           180.4.rmf3
>        287.167033556        47.2581907103        96.6529439477         77.634959504            200.4.pdb           200.4.rmf3
>        287.249583926        39.4119187245        89.8521438448        86.9211799549            227.4.pdb           227.4.rmf3
>        287.285588097        45.7361315641        87.4698350128        78.7220826366            235.4.pdb           235.4.rmf3
>        287.299418049        58.8009727115        82.6371711156        79.0265714386            239.4.pdb           239.4.rmf3
>        287.300521238        38.9083312228        97.0915964844          83.06667021            240.4.pdb           240.4.rmf3
>        287.362650186        27.1614383196        106.250897445        80.8815240448            251.4.pdb           251.4.rmf3
>        287.381369403        32.3435224493        89.1241477554        87.8189764152            254.4.pdb           254.4.rmf3
>        287.386540174        49.0023561819        89.7066491051         79.821305109            256.4.pdb           256.4.rmf3
>        287.410766639        46.3451539806        96.7976297405        76.2992566521            264.4.pdb           264.4.rmf3
>        287.441614164        33.8963230015        103.324007766        79.8006770666            273.4.pdb           273.4.rmf3
>        287.464937449        48.1541345049         93.502455775        79.3155714857            278.4.pdb           278.4.rmf3
>        287.500599316        54.6939273401        84.8909726446        79.4786336399            285.4.pdb           285.4.rmf3
>        287.523569631        44.5878897665        95.7575870996        78.3759099173            291.4.pdb           291.4.rmf3
>         287.53275998        50.3617305915        80.4536036352        85.7972360687            293.4.pdb           293.4.rmf3
>        287.552988664        54.0186734767        86.0181436468         83.477081147            301.4.pdb           301.4.rmf3
>         287.59030113        36.2799955705        86.4127874229        92.1787853587            310.4.pdb           310.4.rmf3
>        287.618389926        59.9849683281        82.5455737846        75.2492421983            316.4.pdb           316.4.rmf3
>        287.626711876        28.0671197594        92.0279122058         95.611310991            319.4.pdb           319.4.rmf3
>        287.673630683        33.2284811964        101.086037599        85.5871859073            330.4.pdb           330.4.rmf3
>        287.674964345        62.7723088435        91.2991546418        72.2429910534            331.4.pdb           331.4.rmf3
>        287.731135668        61.5049055556        77.5654038908        80.2890889678            341.4.pdb           341.4.rmf3
>        287.744247929        40.7149148871        92.1832065577        80.1930678861            343.4.pdb           343.4.rmf3
>        287.753610782        62.5443409189        89.0409897191        70.4684286174            346.4.pdb           346.4.rmf3
>        287.786907067        56.6526803996        90.3603363747        72.5381074051            354.4.pdb           354.4.rmf3
>        287.853807141        43.8630150053        98.4541263157        78.2612699901            371.4.pdb           371.4.rmf3
>        287.879306907         36.402134745        106.005644076        75.4477548781            379.4.pdb           379.4.rmf3
>        287.900727269        48.4135114342        86.5269052073        79.7197553268            385.4.pdb           385.4.rmf3
>        287.922958104        35.3074063808        94.5172006873        80.5406564814            391.4.pdb           391.4.rmf3
>        287.972549678        47.2474166155        89.0746039877        82.7088505059            402.4.pdb           402.4.rmf3
>        288.006719753        42.1928935404        90.0026194973        84.9726618495            415.4.pdb           415.4.rmf3
>        288.018028353        43.4885792332        97.3893142035        74.4196408152            420.4.pdb           420.4.rmf3
>        288.037367566         46.267077444        98.9700465797        72.2595122867            425.4.pdb           425.4.rmf3
>        288.042579573        67.2438892711        77.3798436194        76.9349481601            427.4.pdb           427.4.rmf3
>        288.097838571        61.5070857591        89.4555758919        68.2086932154            441.4.pdb           441.4.rmf3
>        288.103991783        28.9880567026        104.132538367        82.4507665303            442.4.pdb           442.4.rmf3
>        288.109002976        47.2167217681        82.8175587203        86.1277446811            443.4.pdb           443.4.rmf3
>        288.113801884        43.1771197404        82.0173220112        89.6888948314            444.4.pdb           444.4.rmf3
>        288.114947972        42.8989721394        89.3382271125        82.3282730529            445.4.pdb           445.4.rmf3
>        288.116518045        29.8638928215          101.8502073        81.4741733352            446.4.pdb           446.4.rmf3
>        288.161584418        51.5801159719        82.4385278313        89.2250655771            465.4.pdb           465.4.rmf3
>        288.171286197        59.8662986644        88.9328177253        74.1905356734            469.4.pdb           469.4.rmf3
>        288.173784723        42.5910001899        82.8003777277        84.0231063345            471.4.pdb           471.4.rmf3
>        288.211281548        31.1126280593        97.9047986279        88.6562312626            475.4.pdb           475.4.rmf3
>        288.260242517        46.1446755388         90.674586503        79.9377343785            489.4.pdb           489.4.rmf3
>        288.261130668        37.8269339003        97.3668474811        82.3816693083            491.4.pdb           491.4.rmf3
>        288.261376794        50.8697632499        83.3040228778        83.0283444017            492.4.pdb           492.4.rmf3
>        288.293870119        58.9369946383        89.7595183258        72.3077845655            501.4.pdb           501.4.rmf3
>        288.371094949         25.951467903        105.498933326        80.1758565452            518.4.pdb           518.4.rmf3
>         288.37997627        40.2169668353        91.0991604833        85.9167568654            522.4.pdb           522.4.rmf3
>        288.401573923        48.8653858937        102.179710352         67.847285985            528.4.pdb           528.4.rmf3
>        288.415263724        39.8888916192        88.2878666009        89.6628980253            530.4.pdb           530.4.rmf3
>        288.418752069        62.6114615838        78.0436101692        84.3216880366            532.4.pdb           532.4.rmf3
>        288.454792767        36.2094948506        103.111597111         74.348949288            541.4.pdb           541.4.rmf3
>        288.455132476        44.3203972652        90.4309340321        87.8419664079            542.4.pdb           542.4.rmf3
>        288.456757653        49.4238293719        90.5141866774        81.8338266556            543.4.pdb           543.4.rmf3
>        288.462676011        60.0210737166        90.6940383163        74.6118362067            544.4.pdb           544.4.rmf3
>        288.472129921         53.602585525        78.5085792888        84.6082891529            545.4.pdb           545.4.rmf3
>        288.474978596        38.0797325362         93.658736048        87.9697391816            546.4.pdb           546.4.rmf3
>        288.476551621        31.1238367289        99.4625019207        86.9736979711            547.4.pdb           547.4.rmf3
>        288.476574868        31.9329296354        101.625951083         85.790249007            548.4.pdb           548.4.rmf3
>        288.501597611         62.408762151        81.5204687379        77.8819999842            559.4.pdb           559.4.rmf3
>          288.5030038        58.5061962911        84.6716783063        74.6955880081            560.4.pdb           560.4.rmf3
>        288.557166747        45.6967351618        85.5797519056        79.1236521716            577.4.pdb           577.4.rmf3
>        288.565376198        69.2362658985        88.8427685157        68.1376853718            580.4.pdb           580.4.rmf3
>        288.583098016        44.3539639529        102.835739964        71.5390375681            585.4.pdb           585.4.rmf3
>        288.583121911        42.2186983761        83.4169463559        97.6983646706            586.4.pdb           586.4.rmf3
>        288.629276163        60.1720509114        82.8152704714        70.8979644118            597.4.pdb           597.4.rmf3
>        288.656298405        42.4130397351        92.1853018213        80.3301907042            603.4.pdb           603.4.rmf3
>        288.669664182        27.1079265201         104.75866759         80.337935998            608.4.pdb           608.4.rmf3
>        288.673580603        44.9709329896        89.3577714497        79.7352866829            609.4.pdb           609.4.rmf3
>        288.713054838        33.6657056979        95.3025423259        88.3559379136            615.4.pdb           615.4.rmf3
>        288.730456531        53.8593508537        90.1778141631        78.9732886666            619.4.pdb           619.4.rmf3
>        288.755210391        58.8484655666         79.858977196         70.025496899            624.4.pdb           624.4.rmf3
>        288.854342331        31.7159042512        100.252821946        85.6609989488            650.4.pdb           650.4.rmf3
>        288.874680538        64.4404284686         82.471135963        79.4862428743            653.4.pdb           653.4.rmf3
>         288.88695415        42.9871451062        92.5364745573        82.9174915619            656.4.pdb           656.4.rmf3
>        288.906537871         47.457037869        103.266371996        72.0192679828            661.4.pdb           661.4.rmf3
>        288.923968393         44.763094348         91.058117304        86.4861945096            664.4.pdb           664.4.rmf3
>        289.018931096        35.4867857152        104.537723258        81.8751399619              3.5.pdb             3.5.rmf3
>        289.032769143        50.6242571148        87.0529643819        88.0693224763              8.5.pdb             8.5.rmf3
>        289.067382415        44.1095801747        96.3143481935        81.5836489476             22.5.pdb            22.5.rmf3
>        289.086491424        37.1464479419        92.5213169877        85.1381383809             26.5.pdb            26.5.rmf3
>        289.099469543        43.7242429559        97.7245820501        73.0585557254             31.5.pdb            31.5.rmf3
>         289.11286895        35.0444119313        106.735820198        80.6999745986             35.5.pdb            35.5.rmf3
>        289.145527373         57.185600505         91.487161872        67.8370442129             42.5.pdb            42.5.rmf3
>        289.146226577        62.3656339209        90.0508144613        69.5209356526             43.5.pdb            43.5.rmf3
>         289.19756469        57.9314342948        87.5541345658        72.2255377797             54.5.pdb            54.5.rmf3
>        289.211046147        61.2332614853        75.1129250953        78.3768591985             57.5.pdb            57.5.rmf3
>          289.2149827         25.966158301        93.2955491429        95.7884607051             59.5.pdb            59.5.rmf3
>        289.215677234        38.2699807722        106.295516611        78.7760597144             60.5.pdb            60.5.rmf3
>        289.218315579        36.7814194099        92.5464082039         93.456991081             61.5.pdb            61.5.rmf3
>        289.269055985        38.0713980487        90.5611900959        88.3823579339             73.5.pdb            73.5.rmf3
>        289.272129317        34.7388782228        99.1100204406        90.0888517609             75.5.pdb            75.5.rmf3
>        289.276870309        42.8408905749        95.6925149903        84.7603954691             78.5.pdb            78.5.rmf3
>        289.282995853          54.15178888        80.8546203325        83.5101441492             82.5.pdb            82.5.rmf3
>        289.293638185        46.5065305592        99.6376137886        76.3515641788             86.5.pdb            86.5.rmf3
>        289.352891609         49.065074715        101.056347982        73.7573662045            101.5.pdb           101.5.rmf3
>         289.36524344        35.4315533538        91.8699290103        84.7142086789            104.5.pdb           104.5.rmf3
>        289.395348831        48.0288566071        94.5678529831        81.4893443195            114.5.pdb           114.5.rmf3
>        289.399807599        59.5729188516        91.9621558216        71.8340989802            115.5.pdb           115.5.rmf3
>        289.417621781        44.6791554829        92.1865098663        83.5050284021            122.5.pdb           122.5.rmf3
>        289.495407643         44.850897573        81.7466548989        87.8404491291            140.5.pdb           140.5.rmf3
>        289.524335825        53.9284775821        77.5487254441        80.6027795898            146.5.pdb           146.5.rmf3
>        289.562060333        36.4635457655        89.7926600793        93.5631762981            157.5.pdb           157.5.rmf3
>        289.584809717        51.9002415032        81.2339204116        87.6355615646            167.5.pdb           167.5.rmf3
>        289.588433408        47.8862699304        94.2163286394        75.4464656647            169.5.pdb           169.5.rmf3
>        289.607597213        50.8746783983        81.2027990898        85.5624722786            176.5.pdb           176.5.rmf3
>        289.634188529        55.2668455987        93.0513074983        73.0528327297            184.5.pdb           184.5.rmf3
>        289.646019015        40.4924619688        88.7770815969        83.6818209091            187.5.pdb           187.5.rmf3
>        289.733094548        30.0428248699        102.658702157        81.2918959737            215.5.pdb           215.5.rmf3
>        289.737594186        34.1721423909        91.6456558679         91.740805686            217.5.pdb           217.5.rmf3
>         289.89806765        44.1097637524        93.4050882852        77.7165944854            249.5.pdb           249.5.rmf3
>        289.899136585        62.8540539761        76.8360178632        78.3146377581            250.5.pdb           250.5.rmf3
>        289.900406111        60.3050787782         91.879740913        73.7971271036            252.5.pdb           252.5.rmf3
>        289.967407097        36.3116774973        84.9771165131         92.063876193            267.5.pdb           267.5.rmf3
>        290.024923592        64.7165175225        70.3091725055        80.5287187735            276.5.pdb           276.5.rmf3
>         290.06831017        62.6526111028        79.3217916734        82.0683852985            286.5.pdb           286.5.rmf3
>        290.132340942        57.9551837544        75.2966910824        87.1744807312            310.5.pdb           310.5.rmf3
>        290.211806682        41.8505417174         102.30083245        76.5425665666            332.5.pdb           332.5.rmf3
>         290.21359813        52.7214178799        87.5149467223        83.1300006655            333.5.pdb           333.5.rmf3
>        290.217810168        47.6770406242        100.683367475        75.8239637935            335.5.pdb           335.5.rmf3
>        290.222773739        41.8630201952        106.756830766         74.176596695            338.5.pdb           338.5.rmf3
>        290.230868197        35.7043671408        97.7033452252        80.7419009824            340.5.pdb           340.5.rmf3
>        290.279847578        45.7650508974        98.5597292182        77.6178498264            352.5.pdb           352.5.rmf3
>        290.371459492        50.3565120162        90.3321466739        79.3517583365            380.5.pdb           380.5.rmf3
>        290.375149118        52.2326238294        74.8730052478         84.899934676            382.5.pdb           382.5.rmf3
>         290.41528546        49.4504291496        84.6271736881        85.7828200591            391.5.pdb           391.5.rmf3
>        290.415322253        32.5590357825        91.0146148722        92.4828196651            392.5.pdb           392.5.rmf3
>        290.426904905        63.3251193034        87.2904515679        76.9998426713            399.5.pdb           399.5.rmf3
>        290.427732016        64.8118214232        76.1821093844        79.6463883067            400.5.pdb           400.5.rmf3
>        290.432092018        46.9249557847        93.0326021372        80.2256202672            403.5.pdb           403.5.rmf3
>        290.439364287        57.3053343453        75.0504191637        84.1594974711            405.5.pdb           405.5.rmf3
>        290.449859056        41.1649971208        95.6995389776        84.0847042375            408.5.pdb           408.5.rmf3
>        290.451961995        34.4365984047        102.088036922        78.7480408356            410.5.pdb           410.5.rmf3
>        290.460407001        52.0290473136         96.293778796        74.4295774901            413.5.pdb           413.5.rmf3
>        290.492774464        40.9331208432        94.6674958444        82.1690761806            422.5.pdb           422.5.rmf3
>        290.503786121        40.2786334101        100.053131713        81.3883911766            427.5.pdb           427.5.rmf3
>        290.509343026        53.5600890087        86.9725729765         76.995375344            428.5.pdb           428.5.rmf3
>        290.525011355        52.4830135327        92.5922066776        80.1314783471            431.5.pdb           431.5.rmf3
>        290.535767871        52.8837642999        79.9999390918         86.118191171            433.5.pdb           433.5.rmf3
>        290.547062826        40.2384245495        92.8865583885        84.9422975414            437.5.pdb           437.5.rmf3
>        290.574647166        63.0003455085        84.9569540502        76.0175954822            443.5.pdb           443.5.rmf3
>        290.589537884        31.0696288697        99.7837435952        88.0637571553            447.5.pdb           447.5.rmf3
>        290.594164806        49.2563493338        86.7754556151        79.6672366347            449.5.pdb           449.5.rmf3
>        290.632970058        49.1929854086        99.9426095307        79.9390051447            460.5.pdb           460.5.rmf3
>        290.639644363        46.6368789708        99.7416607323        67.9104248383            462.5.pdb           462.5.rmf3
>        290.651765158        39.2095581742        89.1813267003        94.4414649881            465.5.pdb           465.5.rmf3
>        290.652632105        33.4654104234        100.188495333        79.9176316534            467.5.pdb           467.5.rmf3
>         290.66666264        49.2756947261        85.9722488299        89.4719882745            469.5.pdb           469.5.rmf3
>        290.674471455         50.974871243        92.9741008917        78.7263520561            473.5.pdb           473.5.rmf3
>        290.737975421        40.5431158983        105.098675399        75.0554573962            494.5.pdb           494.5.rmf3
>        290.764385799        51.9120397559        85.3654131035        81.0704483656            501.5.pdb           501.5.rmf3
>        290.792296327        45.9859061644        98.9373133445        82.7528953228            510.5.pdb           510.5.rmf3
>        290.794000296        41.3247288711          92.13232559         90.950148225            511.5.pdb           511.5.rmf3
>        290.819878229        32.5293870617        101.159303028        85.0638832188            517.5.pdb           517.5.rmf3
>         290.82537961        35.1150396458        101.497082043        88.1957998276            519.5.pdb           519.5.rmf3
>        290.826912015         46.279887622        95.6838304047        80.1806698609            520.5.pdb           520.5.rmf3
>        290.858683171        31.6045598706        93.1567119782        90.7873023044            523.5.pdb           523.5.rmf3
>        290.865174855        61.4953286106        91.6548311318        72.8727963929            524.5.pdb           524.5.rmf3
>        290.879544986        53.6963420312        78.6383183844        93.1636643548            530.5.pdb           530.5.rmf3
>        290.892040002        61.2701581386         90.799320465        72.4686227069            534.5.pdb           534.5.rmf3
>        290.905314255        45.1009351748        95.6987729495        81.2104292439            539.5.pdb           539.5.rmf3
>        290.951590989         44.971073654        88.9497188118        84.3956815034            555.5.pdb           555.5.rmf3
>        290.986761964        45.9504482199        96.2150624923         75.207976037            569.5.pdb           569.5.rmf3
>        291.028542039        61.2645820932        84.7560532786        77.1053978311            581.5.pdb           581.5.rmf3
>        291.068197979        36.3659683384        92.8629588044        90.5810220019            594.5.pdb           594.5.rmf3
>        291.116445272        36.1129497887          108.7884738         75.204833787            601.5.pdb           601.5.rmf3
>         291.13774101        63.9753408003        83.1733655288        79.2491424444            607.5.pdb           607.5.rmf3
>        291.191775943        57.1918019566        95.0633032277         75.887381522            619.5.pdb           619.5.rmf3
>        291.211069011        64.0570138922        83.0377981188        80.9071275015            624.5.pdb           624.5.rmf3
>        291.216542653        48.5726284068        84.4469135297        80.9806403301            625.5.pdb           625.5.rmf3
>        291.226506646        50.7809456508        91.8513690647         84.620993912            629.5.pdb           629.5.rmf3
>         291.22731074         56.239042402         96.338941355        74.3811817956            630.5.pdb           630.5.rmf3
>        291.234049766        27.4363743124        101.323334015        81.3304327992            633.5.pdb           633.5.rmf3
>        291.247883123        35.0687509246        94.7509405164        90.3227806189            637.5.pdb           637.5.rmf3
>        291.265990184        41.4869647365        100.030452672        81.6969228075            642.5.pdb           642.5.rmf3
>        291.278300351        36.9417675067        98.6108058999        76.6474633471            646.5.pdb           646.5.rmf3
>         291.29985172        65.5298222021        83.6258553467        72.1268615629            653.5.pdb           653.5.rmf3
>        291.301510181        47.5195346518        90.7423100272         81.141359746            654.5.pdb           654.5.rmf3
>        291.342511724        40.6510161621        93.9781098881        84.3107077644            663.5.pdb           663.5.rmf3
>        291.349751526        45.6516156166        91.4058748731        84.4036152956            666.5.pdb           666.5.rmf3
>        291.359079017        47.8082308461        96.4936346199        76.9088292852            668.5.pdb           668.5.rmf3
>        291.372093374         60.651655804        78.3034649999        84.9568756564            673.5.pdb           673.5.rmf3
>        291.385088039        47.9606405432        99.1026023881         75.613721706            679.5.pdb           679.5.rmf3
>        291.414484787        46.6673890109        84.2057925022        79.8556556048              3.6.pdb             3.6.rmf3
>        291.434238045        39.1171687227        89.4578011088        92.1510879018              5.6.pdb             5.6.rmf3
>        291.435934441        57.0865847211         91.471369029        76.2206799275              7.6.pdb             7.6.rmf3
>        291.455195014        30.5153868875        96.5720789757        93.0783034927             10.6.pdb            10.6.rmf3
>         291.45645845        38.9579740108        94.5853404479        84.3211724675             11.6.pdb            11.6.rmf3
>        291.466003013        37.8121487331        104.705518756        81.6158354538             13.6.pdb            13.6.rmf3
>        291.489914756        54.0130723496        91.3658872921          81.53478728             21.6.pdb            21.6.rmf3
>         291.50547275        60.5100971908        87.2029690642        77.9477443432             27.6.pdb            27.6.rmf3
>        291.567921173        35.0983602943        102.394497073         82.725141981             44.6.pdb            44.6.rmf3
>        291.569006362        52.0933649973         87.562291314        85.8853145386             45.6.pdb            45.6.rmf3
>        291.574646728        53.5223075078        84.4584257994        80.4601725136             47.6.pdb            47.6.rmf3
>        291.576317396        43.6892792373        102.527242605        72.6278968612             48.6.pdb            48.6.rmf3
>        291.591795242         54.306532787        81.2947412138        88.2757185849             52.6.pdb            52.6.rmf3
>        291.608085375        60.4472776536        82.3002363179        80.1397006828             58.6.pdb            58.6.rmf3
>          291.6221866        26.9706795466        107.656985945         79.478598161             63.6.pdb            63.6.rmf3
>        291.624279773        58.8059180116        94.2729029492        72.2872488199             65.6.pdb            65.6.rmf3
>        291.689048429        51.7319584986        93.3938865477         79.804044551             82.6.pdb            82.6.rmf3
>        291.694048132        59.9595015745        88.3005874827        75.5327652084             83.6.pdb            83.6.rmf3
>        291.743700567        36.0093706482        93.1657847393        92.4685470358             96.6.pdb            96.6.rmf3
>        291.745350874        50.2246037912        85.2466293589        89.4745756254             97.6.pdb            97.6.rmf3
>        291.873292532        38.9230563021        89.6165369071         85.246067367            127.6.pdb           127.6.rmf3
>        291.887429439        50.4613651815         97.038133137        76.1534224465            130.6.pdb           130.6.rmf3
>        291.893348601        38.1029886573        98.8532493461        80.2933121691            133.6.pdb           133.6.rmf3
>        291.935357981        50.0311163006        94.0196331338        76.3295266328            146.6.pdb           146.6.rmf3
